City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,dalton,34.7698,-84.9702,72.91,66,100,5.75,US,2023-03-31 20:50:51
302,caravelas,-17.7125,-39.2481,78.66,74,9,7.61,BR,2023-03-31 20:42:07
303,port-gentil,-0.7193,8.7815,82.36,83,20,5.75,GA,2023-03-31 20:42:01
304,alamosa,37.4695,-105.87,44.58,21,0,26.46,US,2023-03-31 20:50:51
305,tynda,55.1667,124.7167,27.68,96,100,8.25,RU,2023-03-31 20:50:51
306,egvekinot,66.3167,-179.1667,1.22,97,100,4.27,RU,2023-03-31 20:42:33
307,vao,-22.6667,167.4833,77.49,82,15,13.13,NC,2023-03-31 20:42:51
308,dingle,10.9995,122.6711,76.03,90,100,7.05,PH,2023-03-31 20:50:52
309,belturbet,54.1,-7.45,47.21,99,100,3.4,IE,2023-03-31 20:50:52
310,guaruja,-23.9931,-46.2564,82.89,37,75,5.01,BR,2023-03-31 20:50:52
311,bonthe,7.5264,-12.505,78.73,82,16,5.93,SL,2023-03-31 20:50:52
312,osterburg,52.7833,11.7667,50.09,98,100,5.57,DE,2023-03-31 20:47:34
313,sioux lookout,50.1001,-91.917,30.27,27,40,5.75,CA,2023-03-31 20:41:52
314,bima,-8.4667,118.7167,74.88,93,100,3.78,ID,2023-03-31 20:50:52
315,ribeira grande,38.5167,-28.7,63.0,94,40,11.01,PT,2023-03-31 20:42:01
316,abu samrah,35.3029,37.1841,43.3,69,4,14.05,SY,2023-03-31 20:50:52
317,ishigaki,24.3448,124.1572,68.13,88,100,2.3,JP,2023-03-31 20:50:52
318,lokosovo,61.1333,74.8167,21.31,85,100,10.87,RU,2023-03-31 20:50:52
319,sechura,-5.5569,-80.8222,83.71,66,98,11.99,PE,2023-03-31 20:50:52
320,estelle,29.8458,-90.1067,82.99,72,100,25.32,US,2023-03-31 20:50:52
321,nanortalik,60.1432,-45.2371,27.91,82,64,2.06,GL,2023-03-31 20:41:58
322,raahe,64.6833,24.4833,32.09,88,74,8.97,FI,2023-03-31 20:50:53
323,yarada,17.65,83.2667,82.72,83,75,6.91,IN,2023-03-31 20:50:53
324,xining,36.6167,101.7667,42.17,35,90,1.77,CN,2023-03-31 20:39:16
325,davila,18.4726,120.5763,77.63,82,4,4.7,PH,2023-03-31 20:50:53
326,kristinehamn,59.3098,14.1081,27.16,80,25,8.3,SE,2023-03-31 20:50:53
327,juneau,58.3019,-134.4197,41.41,91,100,16.11,US,2023-03-31 20:49:08
328,presidente bernardes,-22.0061,-51.5531,88.18,76,34,4.81,BR,2023-03-31 20:50:53
329,charters towers,-20.1,146.2667,74.55,53,87,4.05,AU,2023-03-31 20:50:53
330,shu,43.5983,73.7614,37.78,27,0,13.71,KZ,2023-03-31 20:50:53
331,umm kaddadah,13.6017,26.6876,73.49,11,100,15.77,SD,2023-03-31 20:50:53
332,haverfordwest,51.8017,-4.9691,52.57,96,100,1.01,GB,2023-03-31 20:50:53
333,mabaruma,8.2,-59.7833,79.57,77,99,7.78,GY,2023-03-31 20:50:54
334,puri,19.8,85.85,73.92,80,87,13.62,IN,2023-03-31 20:50:54
335,puerto del rosario,28.5004,-13.8627,71.35,53,0,13.8,ES,2023-03-31 20:50:54
336,sao joao da barra,-21.6403,-41.0511,86.09,80,5,9.06,BR,2023-03-31 20:41:58
337,mporokoso,-9.3727,30.125,61.12,99,100,3.74,ZM,2023-03-31 20:50:54
338,general roca,-39.0333,-67.5833,66.61,15,100,14.94,AR,2023-03-31 20:50:54
339,newport,51.5877,-2.9984,51.46,92,100,16.4,GB,2023-03-31 20:50:54
340,ancud,-41.8697,-73.8203,53.8,62,100,8.16,CL,2023-03-31 20:41:54
341,saint-augustin,51.226,-58.6502,33.13,69,39,4.54,CA,2023-03-31 20:50:54
342,la libertad,-2.2333,-80.9,78.46,94,100,18.41,EC,2023-03-31 20:50:54
343,bandarbeyla,9.4942,50.8122,80.46,74,1,6.55,SO,2023-03-31 20:42:40
344,neepawa,50.2289,-99.4664,28.8,75,11,4.92,CA,2023-03-31 20:50:54
345,zheshart,62.0731,49.5733,34.21,99,100,4.54,RU,2023-03-31 20:50:54
346,bauta,22.9828,-82.5464,78.69,78,75,13.8,CU,2023-03-31 20:50:54
347,kiruna,67.8557,20.2251,22.12,63,4,13.8,SE,2023-03-31 20:42:15
348,ballina,-28.8667,153.5667,61.79,73,100,5.55,AU,2023-03-31 20:42:42
349,guerrero negro,27.9769,-114.0611,68.47,35,83,11.36,MX,2023-03-31 20:41:58
350,yerbogachen,61.2767,108.0108,-16.31,100,90,4.32,RU,2023-03-31 20:42:55
351,dong hoi,17.4833,106.6,72.93,97,27,0.74,VN,2023-03-31 20:50:54
352,wiang sa,8.6359,99.3666,74.08,90,7,1.34,TH,2023-03-31 20:50:54
353,galesong,-5.3166,119.3661,73.42,86,99,6.22,ID,2023-03-31 20:50:54
354,hami,42.8,93.45,46.98,38,100,31.38,CN,2023-03-31 20:50:55
355,nova olinda do norte,-3.8881,-59.0942,79.9,95,86,1.54,BR,2023-03-31 20:50:55
356,natal,-5.795,-35.2094,83.05,61,40,12.66,BR,2023-03-31 20:50:55
357,mineros,-17.1167,-63.2333,80.17,88,28,5.57,BO,2023-03-31 20:50:55
358,faya,18.3851,42.4509,60.91,82,11,6.46,SA,2023-03-31 20:42:55
359,davidson,36.1501,-86.7833,72.03,71,75,18.41,US,2023-03-31 20:50:55
360,wasilla,61.5814,-149.4394,35.22,66,0,7.0,US,2023-03-31 20:50:55
361,jalu,29.0331,21.5482,64.54,27,0,5.26,LY,2023-03-31 20:50:55
362,toora-khem,52.4675,96.11,4.71,93,10,2.84,RU,2023-03-31 20:42:32
363,olafsvik,64.8945,-23.7142,39.99,95,100,6.58,IS,2023-03-31 20:42:40
364,kavaratti,10.5669,72.642,80.51,73,4,9.78,IN,2023-03-31 20:42:48
365,roald,62.5833,6.1333,39.34,52,0,23.02,NO,2023-03-31 20:47:21
366,chapais,49.7834,-74.8492,33.58,74,100,5.35,CA,2023-03-31 20:42:52
367,monte patria,-30.6919,-70.9467,82.06,32,0,7.81,CL,2023-03-31 20:50:55
368,portland,45.5234,-122.6762,51.64,72,100,16.11,US,2023-03-31 20:40:28
369,mocuba,-16.8392,36.9856,69.53,93,100,2.19,MZ,2023-03-31 20:42:28
370,nishihara,26.1842,127.7558,70.88,78,75,10.36,JP,2023-03-31 20:42:53
371,clyde river,70.4692,-68.5914,-0.17,78,75,12.66,CA,2023-03-31 20:42:23
372,powell river,49.8496,-124.5361,46.67,93,100,17.27,CA,2023-03-31 20:49:40
373,esperance,-33.8667,121.9,63.68,79,100,14.34,AU,2023-03-31 20:41:58
374,dudinka,69.4058,86.1778,1.62,86,100,27.11,RU,2023-03-31 20:50:56
375,nuqui,5.7125,-77.2708,82.85,77,98,7.61,CO,2023-03-31 20:50:56
376,bouar,5.934,15.596,70.14,66,90,1.59,CF,2023-03-31 20:50:56
377,adrar,20.5022,-10.0711,79.9,8,0,12.46,MR,2023-03-31 20:50:56
378,vredendal,-31.6683,18.5012,71.29,39,11,4.94,ZA,2023-03-31 20:50:56
379,namibe,-15.1961,12.1522,73.94,81,89,6.24,AO,2023-03-31 20:42:51
380,salinopolis,-0.6136,-47.3561,78.33,85,100,11.79,BR,2023-03-31 20:50:56
381,brae,60.3964,-1.353,42.89,80,78,4.18,GB,2023-03-31 20:42:55
382,sorland,67.667,12.6934,35.46,61,65,13.31,NO,2023-03-31 20:41:54
383,lavrentiya,65.5833,-171.0,7.66,86,27,6.96,RU,2023-03-31 20:42:25
384,sabha,27.0377,14.4283,65.57,14,0,7.09,LY,2023-03-31 20:50:56
385,sao borja,-28.6606,-56.0044,81.95,76,33,13.29,BR,2023-03-31 20:50:56
386,pangkalanbuun,-2.6833,111.6167,71.65,97,100,1.3,ID,2023-03-31 20:50:56
387,maceio,-9.6658,-35.7353,83.64,65,20,9.22,BR,2023-03-31 20:48:27
388,gillette,44.2911,-105.5022,30.11,83,100,16.11,US,2023-03-31 20:49:37
389,ryotsu,38.0833,138.4333,47.95,70,0,5.35,JP,2023-03-31 20:50:56
390,nantucket,41.2835,-70.0995,44.74,59,40,14.97,US,2023-03-31 20:42:01
391,anadyr,64.75,177.4833,21.7,57,100,17.9,RU,2023-03-31 20:46:58
392,avera,33.194,-82.5271,80.65,48,98,11.63,US,2023-03-31 20:42:22
393,baixo guandu,-19.5189,-41.0158,81.05,51,44,3.33,BR,2023-03-31 20:50:57
394,reconquista,-29.15,-59.65,75.45,79,86,17.11,AR,2023-03-31 20:42:56
395,chichi,7.2721,8.9332,88.65,49,100,11.68,NG,2023-03-31 20:50:57
396,vung tau,10.346,107.0843,78.12,85,9,10.58,VN,2023-03-31 20:50:57
397,dharchula,29.85,80.5333,53.89,78,100,3.85,IN,2023-03-31 20:50:57
398,seoul,37.5683,126.9778,44.2,82,0,3.44,KR,2023-03-31 20:49:24
399,sao felix do xingu,-6.6447,-51.995,75.42,95,94,2.33,BR,2023-03-31 20:50:57
400,lac-megantic,45.5834,-70.8823,38.52,84,100,3.91,CA,2023-03-31 20:50:57
401,lensk,60.7253,114.9278,10.44,92,100,5.79,RU,2023-03-31 20:50:57
402,saint-georges,12.0564,-61.7485,85.68,62,20,27.63,GD,2023-03-31 20:42:11
403,batagay-alyta,67.8006,130.4114,-19.91,97,100,5.39,RU,2023-03-31 20:50:57
404,mount holly,35.2982,-81.0159,73.42,67,100,5.75,US,2023-03-31 20:46:17
405,pavlovka,52.6897,47.1405,37.54,85,93,15.17,RU,2023-03-31 20:50:57
406,talnakh,69.4865,88.3972,1.2,97,100,16.28,RU,2023-03-31 20:41:56
407,cam ranh,11.9214,109.1591,75.16,88,20,3.44,VN,2023-03-31 20:50:57
408,port hawkesbury,45.6169,-61.3485,37.9,87,75,13.0,CA,2023-03-31 20:47:17
409,pitimbu,-7.4706,-34.8086,82.99,77,3,7.18,BR,2023-03-31 20:42:51
410,celina,40.5489,-84.5702,59.68,87,100,18.84,US,2023-03-31 20:50:57
411,waltershausen,50.9,10.5667,48.38,95,100,14.27,DE,2023-03-31 20:50:57
412,nome,64.5011,-165.4064,23.16,73,0,5.75,US,2023-03-31 20:39:14
413,roros,62.5747,11.3842,6.64,72,2,1.14,NO,2023-03-31 20:50:57
414,prado,-17.3411,-39.2208,78.96,76,5,9.31,BR,2023-03-31 20:50:57
415,zhigansk,66.7697,123.3711,-22.97,99,20,7.52,RU,2023-03-31 20:42:38
416,sokolo,14.7328,-6.1219,89.71,8,1,9.82,ML,2023-03-31 20:50:58
417,vicente guerrero,19.1194,-98.1708,80.38,20,34,10.78,MX,2023-03-31 20:50:58
418,sandwick,60.0,-1.25,42.62,81,75,5.75,GB,2023-03-31 20:50:58
419,san jose,37.3394,-121.895,64.99,48,20,4.0,US,2023-03-31 20:50:49
420,mecca,21.4267,39.8261,69.13,57,50,10.18,SA,2023-03-31 20:42:32
421,riyadh,24.6877,46.7219,68.14,30,6,22.88,SA,2023-03-31 20:42:50
422,villazon,-22.0866,-65.5942,62.11,32,17,14.07,BO,2023-03-31 20:50:58
423,teahupoo,-17.8333,-149.2667,82.36,70,100,6.8,PF,2023-03-31 20:50:58
424,taltal,-25.4,-70.4833,72.34,75,25,4.76,CL,2023-03-31 20:48:00
425,vygonichi,53.0985,34.0673,33.91,75,66,4.47,RU,2023-03-31 20:50:58
426,poole,50.7167,-2.0,52.02,86,75,16.11,GB,2023-03-31 20:50:58
427,sydney mines,46.2367,-60.2177,37.9,83,75,11.5,CA,2023-03-31 20:50:58
428,channel-port aux basques,47.5702,-59.1367,33.73,77,63,11.07,CA,2023-03-31 20:50:58
429,ariquemes,-9.9133,-63.0408,79.75,85,100,0.76,BR,2023-03-31 20:50:58
430,torbay,47.6666,-52.7314,34.39,72,20,9.22,CA,2023-03-31 20:42:53
431,kahului,20.8947,-156.47,80.62,57,20,6.91,US,2023-03-31 20:42:47
432,phalodi,27.1333,72.3667,74.3,47,0,5.03,IN,2023-03-31 20:50:58
433,khasan,42.4308,130.6434,39.76,77,0,5.08,RU,2023-03-31 20:50:58
434,nagua,19.3832,-69.8474,86.31,69,20,9.22,DO,2023-03-31 20:50:58
435,deer lake,49.1667,-57.4316,37.26,60,100,6.91,CA,2023-03-31 20:50:58
436,gummidipundi,13.4,80.15,84.2,81,21,11.07,IN,2023-03-31 20:50:58
437,tiksi,71.6872,128.8694,-12.87,95,100,11.01,RU,2023-03-31 20:42:19
438,gizycko,54.0381,21.7644,44.92,90,98,3.13,PL,2023-03-31 20:50:59
439,castrillon,43.3979,-6.7922,50.81,79,98,7.05,ES,2023-03-31 20:50:59
440,bafq,31.6128,55.4107,69.4,29,76,17.92,IR,2023-03-31 20:50:59
441,gat,31.61,34.7642,54.39,65,44,5.21,IL,2023-03-31 20:42:25
442,mount darwin,-16.7725,31.5838,65.01,84,81,6.51,ZW,2023-03-31 20:50:59
443,khartoum,15.5518,32.5324,80.02,10,50,1.01,SD,2023-03-31 20:50:59
444,cozumel,20.5083,-86.9458,86.07,62,75,20.71,MX,2023-03-31 20:50:30
445,kulunda,52.566,78.9385,21.88,63,6,7.83,RU,2023-03-31 20:50:59
446,severo-yeniseyskiy,60.3725,93.0408,-16.49,100,100,1.99,RU,2023-03-31 20:50:59
447,hay river,60.8156,-115.7999,12.16,72,100,16.11,CA,2023-03-31 20:46:29
448,whitehorse,60.7161,-135.0538,36.37,55,100,9.22,CA,2023-03-31 20:50:59
449,ambilobe,-13.2,49.05,74.46,96,29,1.39,MG,2023-03-31 20:50:59
450,sao francisco de paula,-29.4481,-50.5836,66.43,90,71,3.6,BR,2023-03-31 20:50:59
451,saint-joseph,-21.3667,55.6167,77.38,84,21,5.93,RE,2023-03-31 20:42:05
452,lewistown,40.5992,-77.5714,48.72,90,75,1.95,US,2023-03-31 20:50:59
453,itarema,-2.9248,-39.9167,78.28,82,52,8.75,BR,2023-03-31 20:42:37
454,zharkent,44.1628,80.0,41.4,32,0,2.37,KZ,2023-03-31 20:50:59
455,wyndham,37.6985,-77.6125,69.66,48,100,25.99,US,2023-03-31 20:51:00
456,chaklasi,22.65,72.9333,73.24,70,19,6.64,IN,2023-03-31 20:51:00
457,siddipet,18.1,78.85,76.6,63,17,4.21,IN,2023-03-31 20:51:00
458,danilov,58.1908,40.1717,34.05,99,100,5.1,RU,2023-03-31 20:51:00
459,huilong,31.8111,121.655,53.92,64,99,4.63,CN,2023-03-31 20:51:00
460,serdobsk,52.4586,44.2169,34.57,92,100,15.1,RU,2023-03-31 20:51:00
461,mitu,1.1983,-70.1733,78.04,92,100,1.68,CO,2023-03-31 20:51:00
462,ranong,9.9658,98.6348,76.15,87,16,3.11,TH,2023-03-31 20:51:00
463,sinnamary,5.3833,-52.95,80.06,75,100,9.46,GF,2023-03-31 20:42:44
464,yinchuan,38.4681,106.2731,53.42,25,46,3.6,CN,2023-03-31 20:51:00
465,taoudenni,22.6783,-3.9836,84.09,7,0,13.33,ML,2023-03-31 20:51:00
466,mapiri,-15.25,-68.1667,83.39,65,99,3.09,BO,2023-03-31 20:51:00
467,medicine hat,50.0501,-110.6683,46.83,57,0,20.71,CA,2023-03-31 20:51:00
468,cassia,-20.5831,-46.9219,71.67,86,98,2.57,BR,2023-03-31 20:51:00
469,mangai,-4.05,19.5333,68.67,92,99,1.9,CD,2023-03-31 20:51:00
470,krasnoselkup,65.7,82.4667,4.64,86,100,19.46,RU,2023-03-31 20:42:35
471,songadh,21.1667,73.5667,72.46,69,6,6.33,IN,2023-03-31 20:51:01
472,inza,53.8533,46.3586,37.45,85,80,14.9,RU,2023-03-31 20:51:01
473,poopo,-18.3667,-66.9667,59.77,44,50,19.15,BO,2023-03-31 20:51:01
474,hoorn,52.6431,5.0578,50.95,92,100,12.21,NL,2023-03-31 20:51:01
475,luau,-10.7073,22.2247,62.74,98,100,3.56,AO,2023-03-31 20:51:01
476,okitipupa,6.5047,4.7839,77.59,90,99,2.57,NG,2023-03-31 20:51:01
477,morris,40.8334,-74.5329,56.57,51,75,9.22,US,2023-03-31 20:47:08
478,longyan,25.1072,117.0225,63.5,99,100,1.97,CN,2023-03-31 20:51:01
479,boa vista,2.8197,-60.6733,91.38,46,40,12.66,BR,2023-03-31 20:51:01
480,kimbe,-5.5502,150.1429,76.5,90,99,1.83,PG,2023-03-31 20:51:01
481,thunder bay,48.4001,-89.3168,37.31,48,75,17.27,CA,2023-03-31 20:50:21
482,pevek,69.7008,170.3133,14.11,95,100,6.06,RU,2023-03-31 20:42:55
483,nogliki,51.8333,143.1667,30.76,97,99,3.89,RU,2023-03-31 20:51:02
484,zabaykalsk,49.6333,117.3167,37.27,52,100,17.31,RU,2023-03-31 20:51:02
485,maryville,35.7565,-83.9705,71.31,57,100,15.01,US,2023-03-31 20:51:03
486,kavieng,-2.5744,150.7967,80.96,74,100,3.85,PG,2023-03-31 20:42:11
487,tabuk,17.4189,121.4443,71.89,94,62,1.52,PH,2023-03-31 20:51:03
488,tessalit,20.1986,1.0114,79.59,8,0,13.24,ML,2023-03-31 20:51:03
489,lazaro cardenas,17.9583,-102.2,85.96,44,19,11.43,MX,2023-03-31 20:51:03
490,byron bay,-28.65,153.6167,61.72,72,100,5.82,AU,2023-03-31 20:51:04
491,elizabeth city,36.2946,-76.2511,75.22,49,20,18.41,US,2023-03-31 20:51:04
492,ginda,30.6945,78.4932,47.17,83,100,2.93,IN,2023-03-31 20:51:04
493,paita,-5.0892,-81.1144,82.45,71,95,11.48,PE,2023-03-31 20:51:04
494,chirongui,-12.9319,45.1483,82.33,76,100,7.63,YT,2023-03-31 20:51:04
495,mach,29.8637,67.3298,63.43,56,0,1.16,PK,2023-03-31 20:51:04
496,mwene-ditu,-7.0,23.45,63.91,98,100,0.45,CD,2023-03-31 20:51:05
497,canto do buriti,-8.11,-42.9444,79.88,38,97,1.99,BR,2023-03-31 20:51:05
498,okha,53.5739,142.9478,27.19,95,81,5.1,RU,2023-03-31 20:51:05
499,gazanjyk,39.2446,55.5154,53.38,74,92,16.84,TM,2023-03-31 20:51:05
500,linkou,45.3,130.2833,38.91,45,1,3.04,CN,2023-03-31 20:51:06
501,acapulco,16.8634,-99.8901,89.42,58,0,9.22,MX,2023-03-31 20:37:54
502,shumikha,55.2261,63.2961,25.74,83,100,13.96,RU,2023-03-31 20:51:06
503,mayahi,13.9553,7.6712,78.66,12,7,10.76,NE,2023-03-31 20:51:06
504,pisco,-13.7,-76.2167,80.65,69,0,20.71,PE,2023-03-31 20:42:41
505,benguela,-12.5763,13.4055,79.27,78,100,3.8,AO,2023-03-31 20:51:07
506,sakakah,29.9697,40.2064,54.97,31,0,7.67,SA,2023-03-31 20:51:07
507,rock sound,24.9,-76.2,75.45,77,59,22.39,BS,2023-03-31 20:51:07
508,cockburn town,21.4612,-71.1419,80.56,57,20,11.5,TC,2023-03-31 20:42:45
509,wejherowo,54.6057,18.2356,46.44,98,100,1.01,PL,2023-03-31 20:51:07
510,sala,34.0389,-6.8166,61.75,100,75,4.61,MA,2023-03-31 20:51:07
511,zaysan,47.4667,84.8667,22.01,51,15,8.61,KZ,2023-03-31 20:42:38
512,emerald,-23.5333,148.1667,69.35,54,90,8.34,AU,2023-03-31 20:51:08
513,macon,39.8667,-88.9668,73.26,68,100,24.16,US,2023-03-31 20:47:26
514,vanavara,60.34,102.2797,-17.05,100,83,3.27,RU,2023-03-31 20:51:08
515,entre rios,-11.9419,-38.0844,75.67,80,23,6.04,BR,2023-03-31 20:51:08
516,fuerte olimpo,-21.0415,-57.8738,91.02,45,82,5.97,PY,2023-03-31 20:51:08
517,havre-saint-pierre,50.2334,-63.5986,32.36,86,100,11.5,CA,2023-03-31 20:51:08
518,xichang,27.8964,102.2634,50.74,91,6,0.89,CN,2023-03-31 20:51:08
519,batagay,67.6333,134.6333,-26.55,100,77,0.25,RU,2023-03-31 20:51:09
520,mayo,38.8876,-76.5119,67.1,51,40,10.36,US,2023-03-31 20:42:42
521,kemise,10.7167,39.8667,63.3,92,100,4.52,ET,2023-03-31 20:51:09
522,udachnyy,66.4167,112.4,-25.28,100,100,4.92,RU,2023-03-31 20:42:08
523,kem,64.9555,34.5793,22.86,90,40,11.65,RU,2023-03-31 20:51:09
524,danjiangkou,32.5428,111.5086,53.85,82,2,3.13,CN,2023-03-31 20:51:09
525,balaipungut,1.05,101.2833,73.98,97,100,2.35,ID,2023-03-31 20:51:10
526,san luis,-33.295,-66.3356,66.18,36,6,15.93,AR,2023-03-31 20:51:10
527,melioratorov,57.2107,65.6077,28.78,74,0,11.18,RU,2023-03-31 20:51:10
528,tonota,-21.4833,27.4833,68.23,73,85,15.93,BW,2023-03-31 20:51:10
529,bubaque,11.2833,-15.8333,78.12,76,0,6.35,GW,2023-03-31 20:51:11
530,gamba,-2.65,10.0,77.76,85,76,5.68,GA,2023-03-31 20:51:11
531,ardmore,34.1743,-97.1436,78.46,18,0,27.63,US,2023-03-31 20:49:16
532,roura,4.7263,-52.3274,82.31,74,75,9.22,GF,2023-03-31 20:51:11
533,tiznit,29.5833,-9.5,72.88,18,0,2.8,MA,2023-03-31 20:41:55
534,tautira,-17.7333,-149.15,81.57,70,100,8.21,PF,2023-03-31 20:42:25
535,marshfield,44.6689,-90.1718,39.43,93,100,16.11,US,2023-03-31 20:51:11
536,gisborne,-38.6533,178.0042,61.03,75,100,6.49,NZ,2023-03-31 20:47:39
537,lata,40.1629,-8.3327,50.59,95,100,1.07,PT,2023-03-31 20:51:12
538,yepifan,53.8253,38.5518,32.9,87,27,5.06,RU,2023-03-31 20:51:12
539,henties bay,-22.116,14.2845,59.23,92,1,4.27,NA,2023-03-31 20:51:12
540,pangody,65.85,74.4859,23.59,88,100,25.39,RU,2023-03-31 20:48:02
541,tres arroyos,-38.3739,-60.2798,56.12,49,4,11.52,AR,2023-03-31 20:48:09
542,bousso,10.4795,16.7117,89.28,14,70,3.38,TD,2023-03-31 20:51:12
543,rio grande,-32.035,-52.0986,69.91,80,59,23.31,BR,2023-03-31 20:39:53
544,mosquera,4.7059,-74.2302,64.49,59,40,8.05,CO,2023-03-31 20:51:13
545,santa cecilia,-26.9608,-50.4269,68.97,70,0,3.85,BR,2023-03-31 20:51:13
546,rochegda,62.8,43.25,21.88,98,100,2.01,RU,2023-03-31 20:51:13
547,normandin,48.8333,-72.5321,39.51,48,100,6.91,CA,2023-03-31 20:51:13
548,lima,-12.0432,-77.0282,79.05,69,75,18.41,PE,2023-03-31 20:50:31
549,malindi,-3.2175,40.1191,81.86,77,63,11.54,KE,2023-03-31 20:51:13
550,san quintin,30.4833,-115.95,61.34,49,66,14.61,MX,2023-03-31 20:51:13
551,ketchikan,55.3422,-131.6461,39.67,87,100,8.05,US,2023-03-31 20:51:13
552,prainha,-1.8,-53.48,79.27,86,88,4.36,BR,2023-03-31 20:51:14
553,santa fe,-31.6333,-60.7,74.01,42,39,8.01,AR,2023-03-31 20:51:14
554,salawagan,7.7053,125.115,72.23,94,100,2.48,PH,2023-03-31 20:51:14
555,jaisalmer,26.9147,70.9181,74.71,43,0,8.7,IN,2023-03-31 20:51:14
556,mackay,-21.15,149.2,76.68,92,83,5.41,AU,2023-03-31 20:51:14
557,santa rosa,14.3122,121.1114,81.09,89,26,5.86,PH,2023-03-31 20:42:41
558,buta,2.7858,24.73,68.58,95,93,3.38,CD,2023-03-31 20:51:15
559,nchelenge,-9.3451,28.734,69.53,89,100,8.19,ZM,2023-03-31 20:51:15
560,omboue,-1.5746,9.2618,78.48,86,100,5.12,GA,2023-03-31 20:51:15
561,namie,37.4833,141.0,44.71,69,0,3.8,JP,2023-03-31 20:51:15
562,darnah,32.767,22.6367,58.26,60,0,7.9,LY,2023-03-31 20:51:16
563,tecoanapa,16.5167,-98.75,87.1,49,10,11.45,MX,2023-03-31 20:51:16
564,glauchau,50.8167,12.5333,49.37,88,100,6.91,DE,2023-03-31 20:51:16
565,birjand,32.8663,59.2211,68.47,19,75,13.8,IR,2023-03-31 20:51:16
566,candido mendes,-1.4467,-45.7167,75.27,94,100,4.23,BR,2023-03-31 20:51:16
567,mandan,46.8267,-100.8896,29.37,73,0,25.32,US,2023-03-31 20:51:17
568,yacuiba,-22.038,-63.6797,77.77,94,75,6.91,BO,2023-03-31 20:51:17
569,keti bandar,24.1447,67.4497,76.64,73,0,13.51,PK,2023-03-31 20:42:11
570,sola,-13.8833,167.55,82.06,74,91,6.62,VU,2023-03-31 20:42:31
571,tocopilla,-22.092,-70.1979,74.84,79,1,8.21,CL,2023-03-31 20:47:59
572,baykit,61.67,96.37,-12.91,100,59,3.51,RU,2023-03-31 20:51:17
573,conceicao do araguaia,-8.2578,-49.2647,77.4,89,100,1.03,BR,2023-03-31 20:51:17
574,mana,5.6592,-53.7767,80.06,76,100,7.67,GF,2023-03-31 20:51:17
575,mount gambier,-37.8333,140.7667,50.63,73,93,5.5,AU,2023-03-31 20:42:32
